Date,Channel,MKTer,Chiến dịch,Chi phí Marketing,Impression,Reach,Click,Share,Cmt,Inbox,Lead MKT,Đơn hàng,Doanh thu,Paid Revenue 1,Giá Lead,Đơn/Lead,CPM,CPC,"Giá Mess
(Cmt + Inbox)"
2020-07-25,Google,TienTran,PerMax,143299,8627,0,89,0,0,0,0,0,0.0,0,0.0,0,16610.52509563,1610.1011235955057,0.0
2020-07-25,Google,TienTran,Guu-Search,63776,429,0,19,0,0,0,0,0,0.0,0,0.0,0,148662.00466200465,3356.6315789473683,0.0
2020-07-25,Google,TienTran,Guu-Discovery,155682,7908,0,352,0,0,0,1,1,499000.0,499000,155682.0,1,19686.646433990896,442.27840909090907,0.0
2020-07-25,Google,TienTran,Guu-PerMax,192807,6648,0,129,0,0,0,1,1,499000.0,499000,192807.0,1,29002.256317689527,1494.6279069767445,0.0
2020-07-25,Google,DucVu,Brand,120953,7170,0,60,0,0,0,0,0,0.0,0,0.0,0,16869.31659693166,2015.8833333333328,0.0
2020-07-26,FB,DucVu,CVS,0,0,0,0,0,0,0,1,1,499000.0,499000,0.0,1,0.0,0.0,0.0
2020-07-26,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-26,FB,DucVu,Brand,471750,135692,94243,212,0,0,0,0,0,0.0,0,0.0,0,3476.623529758571,2225.235849056604,0.0
2020-07-26,FB,NgocNgo,CVS,85914,1618,1484,6,0,0,0,31,19,9394217.391304348,6487000,2771.4193548387098,1,53098.88751545118,14319.0,0.0
2020-07-26,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-26,FB,GiangPhan,CVS,2426860,29193,25817,113,3,6,0,9,8,3992000.0,3992000,269651.1111111111,1,83131.57263727607,21476.63716814159,404476.6666666667
2020-07-26,FB,AnhNguyen08,CVS,775196,13435,12492,22,1,4,0,2,2,998000.0,998000,387598.0,1,57699.73948641608,35236.181818181816,193799.0
2020-07-26,FB,TungTran,CVS,400297,7391,6485,22,0,2,0,0,0,0.0,0,0.0,0,54160.05953186307,18195.31818181818,200148.5
2020-07-26,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-26,FB,YenNguyen02,CVS,0,36131,30816,106,5,7,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-26,FB,ThuHoang,CVS,161645,2843,2658,28,0,1,0,0,0,0.0,0,0.0,0,56857.19310587408,5773.035714285715,161645.0
2020-07-26,Google,TienTran,Search,345424,5283,0,127,0,0,0,3,3,1497000.0,998000,115141.33333333331,1,65384.06208593602,2719.8740157480315,0.0
2020-07-26,Google,TienTran,Discovery,371509,24467,0,942,0,0,0,4,3,1475304.347826087,0,92877.25,1,15184.084685494749,394.3832271762208,0.0
2020-07-26,Google,TienTran,PerMax,297116,8517,0,91,0,0,0,1,1,499000.0,499000,297116.0,1,34885.05342256663,3265.010989010989,0.0
2020-07-26,Google,TienTran,Guu-Search,49825,476,0,25,0,0,0,1,0,0.0,0,49825.0,0,104674.36974789917,1993.0,0.0
2020-07-26,Google,TienTran,Guu-Discovery,99332,4991,0,183,0,0,0,0,0,0.0,0,0.0,0,19902.22400320577,542.7978142076503,0.0
2020-07-26,Google,TienTran,Guu-PerMax,191661,4692,0,60,0,0,0,0,0,0.0,0,0.0,0,40848.46547314578,3194.35,0.0
2020-07-26,Google,DucVu,Brand,121714,5705,0,59,0,0,0,0,0,0.0,0,0.0,0,21334.61875547765,2062.9491525423728,0.0
2020-07-27,FB,DucVu,CVS,0,0,0,0,0,0,0,1,1,499000.0,499000,0.0,1,0.0,0.0,0.0
2020-07-27,FB,DucVu,Mess,0,0,0,0,0,0,0,3,1,499000.0,499000,0.0,0,0.0,0.0,0.0
2020-07-27,FB,DucVu,Brand,394280,111384,74980,182,0,0,0,0,0,0.0,0,0.0,0,3539.8261868850104,2166.3736263736264,0.0
2020-07-27,FB,NgocNgo,CVS,0,0,0,0,0,0,0,15,8,3992000.0,3493000,0.0,1,0.0,0.0,0.0
2020-07-27,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-27,FB,GiangPhan,CVS,1948425,129108,91576,256,0,2,0,4,4,1996000.0,998000,487106.25,1,15091.435077609443,7611.03515625,974212.5
2020-07-27,FB,AnhNguyen08,CVS,1803783,0,0,0,0,0,0,6,4,1996000.0,1497000,300630.5,1,0.0,0.0,0.0
2020-07-27,FB,TungTran,CVS,810719,5575,5254,9,0,1,0,1,1,499000.0,499000,810719.0,1,145420.44843049327,90079.88888888888,810719.0
2020-07-27,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-27,FB,YenNguyen02,CVS,0,21293,18740,74,1,7,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-27,FB,ThuHoang,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-27,Google,TienTran,Search,335622,4532,0,117,0,0,0,1,1,499000.0,499000,335622.0,1,74056.04589585173,2868.5641025641025,0.0
2020-07-27,Google,TienTran,Discovery,249783,15422,0,670,0,0,0,1,1,499000.0,0,249783.0,1,16196.537414083778,372.8104477611941,0.0
2020-07-27,Google,TienTran,PerMax,119248,4497,0,47,0,0,0,0,0,0.0,0,0.0,0,26517.23371136313,2537.191489361702,0.0
2020-07-27,Google,TienTran,Guu-Search,79020,470,0,17,0,0,0,0,0,0.0,0,0.0,0,168127.6595744681,4648.235294117647,0.0
2020-07-27,Google,TienTran,Guu-Discovery,19227,1081,0,50,0,0,0,0,0,0.0,0,0.0,0,17786.30897317299,384.54,0.0
2020-07-27,Google,TienTran,Guu-PerMax,158882,5482,0,59,0,0,0,1,1,499000.0,499000,158882.0,1,28982.4881430135,2692.915254237288,0.0
2020-07-27,Google,DucVu,Brand,123200,6068,0,61,0,0,0,0,0,0.0,0,0.0,0,20303.23005932762,2019.672131147541,0.0
2020-07-28,FB,DucVu,CVS,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-28,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-28,FB,DucVu,Brand,397634,113439,75872,240,0,0,0,0,0,0.0,0,0.0,0,3505.2671479826163,1656.8083333333334,0.0
2020-07-28,FB,NgocNgo,CVS,0,0,0,0,0,0,0,12,9,4469304.347826087,2495000,0.0,1,0.0,0.0,0.0
2020-07-28,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-28,FB,GiangPhan,CVS,764222,7907,7344,13,2,4,0,10,10,4946608.695652174,1996000,76422.2,1,96651.32161375997,58786.307692307695,191055.5
2020-07-28,FB,AnhNguyen08,CVS,0,0,0,0,0,0,0,1,1,499000.0,499000,0.0,1,0.0,0.0,0.0
2020-07-28,FB,TungTran,CVS,295896,5899,4909,3,0,0,0,0,0,0.0,0,0.0,0,50160.36616375657,98632.0,0.0
2020-07-28,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-28,FB,YenNguyen02,CVS,0,35720,29873,104,1,6,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-28,FB,ThuHoang,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-28,Google,TienTran,Search,328662,3597,0,112,0,0,0,2,1,499000.0,499000,164331.0,0,91371.14261884904,2934.4821428571427,0.0
2020-07-28,Google,TienTran,Discovery,424577,19103,0,847,0,0,0,3,3,1497000.0,1497000,141525.66666666666,1,22225.67136051929,501.271546635183,0.0
2020-07-28,Google,TienTran,PerMax,163190,3364,0,54,0,0,0,1,1,499000.0,499000,163190.0,1,48510.70154577884,3022.037037037037,0.0
2020-07-28,Google,TienTran,Guu-Search,29829,519,0,9,0,0,0,0,0,0.0,0,0.0,0,57473.98843930636,3314.333333333333,0.0
2020-07-28,Google,TienTran,Guu-Discovery,148128,6865,0,288,0,0,0,0,0,0.0,0,0.0,0,21577.27603787327,514.3333333333334,0.0
2020-07-28,Google,TienTran,Guu-PerMax,118515,3628,0,64,0,0,0,1,1,499000.0,499000,118515.0,1,32666.7585446527,1851.796875,0.0
2020-07-28,Google,DucVu,Brand,123468,5302,0,57,0,0,0,0,0,0.0,0,0.0,0,23287.06148623161,2166.1052631578946,0.0
2020-07-29,FB,DucVu,CVS,0,0,0,0,0,0,0,1,1,499000.0,0,0.0,1,0.0,0.0,0.0
2020-07-29,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-29,FB,DucVu,Brand,387078,117365,77040,224,0,0,0,0,0,0.0,0,0.0,0,3298.0701231201806,1728.0267857142858,0.0
2020-07-29,FB,NgocNgo,CVS,0,0,0,0,0,0,0,14,7,3375652.1739130435,0,0.0,0,0.0,0.0,0.0
2020-07-29,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-29,FB,GiangPhan,CVS,862271,9541,8704,9,0,8,0,7,6,2972304.347826087,0,123181.57142857143,1,90375.32753380148,95807.88888888888,107783.875
2020-07-29,FB,AnhNguyen08,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-29,FB,TungTran,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-29,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-29,FB,YenNguyen02,CVS,0,3308,3146,7,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-29,FB,TrangDang,CVS,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-29,Google,TienTran,Search,274426,3574,0,117,0,0,0,2,2,998000.0,0,137213.0,1,76783.99552322329,2345.521367521368,0.0
2020-07-29,Google,TienTran,Discovery,359002,20533,0,890,0,0,0,6,6,2972304.347826087,0,59833.66666666666,1,17484.147469926458,403.3730337078652,0.0
2020-07-29,Google,TienTran,PerMax,214438,9079,0,86,0,0,0,0,0,0.0,0,0.0,0,23619.12104857364,2493.4651162790697,0.0
2020-07-29,Google,TienTran,Guu-Search,33365,523,0,16,0,0,0,0,0,0.0,0,0.0,0,63795.41108986616,2085.3125,0.0
2020-07-29,Google,TienTran,Guu-Discovery,105927,5013,0,223,0,0,0,1,1,477304.347826087,0,105927.0,1,21130.460801915026,475.0089686098655,0.0
2020-07-29,Google,TienTran,Guu-PerMax,236602,4599,0,131,0,0,0,3,3,1497000.0,0,78867.33333333333,1,51446.40139160687,1806.12213740458,0.0
2020-07-29,Google,DucVu,Brand,122195,5299,0,71,0,0,0,0,0,0.0,0,0.0,0,23060.01132289111,1721.056338028169,0.0
2020-07-30,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,FB,DucVu,Brand,406177,117597,73587,218,0,0,0,0,0,0.0,0,0.0,0,3453.974166007636,1863.197247706422,0.0
2020-07-30,FB,NgocNgo,CVS,0,0,0,0,0,0,0,11,7,3493000.0,0,0.0,1,0.0,0.0,0.0
2020-07-30,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,FB,GiangPhan,CVS,1051405,14228,12976,13,6,1,0,5,4,1996000.0,0,210281.0,1,73896.89344953612,80877.30769230769,1051405.0
2020-07-30,FB,AnhNguyen08,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,FB,TungTran,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,FB,YenNguyen02,CVS,0,27138,22512,84,1,8,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,FB,TrangDang,CVS,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-30,Google,TienTran,Search,180594,3397,0,88,0,0,0,1,1,499000.0,0,180594.0,1,53162.79069767442,2052.204545454545,0.0
2020-07-30,Google,TienTran,Discovery,301966,17654,0,831,0,0,0,2,1,499000.0,0,150983.0,0,17104.67882632831,363.3766546329723,0.0
2020-07-30,Google,TienTran,PerMax,257621,9516,0,97,0,0,0,2,2,998000.0,0,128810.5,1,27072.4043715847,2655.8865979381444,0.0
2020-07-30,Google,TienTran,Guu-Search,18450,492,0,8,0,0,0,0,0,0.0,0,0.0,0,37500.0,2306.25,0.0
2020-07-30,Google,TienTran,Guu-Discovery,38781,2895,0,130,0,0,0,1,1,499000.0,0,38781.0,1,13395.854922279792,298.31538461538463,0.0
2020-07-30,Google,TienTran,Guu-PerMax,118733,6602,0,52,0,0,0,1,1,499000.0,0,118733.0,1,17984.398667070585,2283.326923076923,0.0
2020-07-30,Google,DucVu,Brand,117698,5143,0,77,0,0,0,0,0,0.0,0,0.0,0,22885.086525374296,1528.5454545454545,0.0
2020-07-31,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-31,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-31,FB,DucVu,Brand,116490,33653,25857,76,0,0,0,0,0,0.0,0,0.0,0,3461.504174962113,1532.7631578947369,0.0
2020-07-31,FB,NgocNgo,CVS,114315864,0,0,0,0,0,0,25,17,8396217.391304348,0,4572634.56,1,0.0,0.0,0.0
2020-07-31,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-31,FB,GiangPhan,CVS,878646,9315,8652,17,1,1,0,9,6,2994000.0,0,97627.33333333331,1,94325.92592592593,51685.05882352941,878646.0
2020-07-31,FB,AnhNguyen08,CVS,185712,3437,3314,6,0,0,0,1,1,499000.0,0,185712.0,1,54033.16846086704,30952.0,0.0
2020-07-31,FB,TungTran,CVS,327850,6907,6562,9,0,1,0,1,0,0.0,0,327850.0,0,47466.33849717678,36427.77777777778,327850.0
2020-07-31,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-31,FB,YenNguyen02,CVS,0,40865,35871,122,10,21,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-31,FB,ThuHoang,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-07-31,Google,TienTran,Search,221485,3163,0,97,0,0,0,1,0,0.0,0,221485.0,0,70023.71166613974,2283.3505154639174,0.0
2020-07-31,Google,TienTran,Discovery,456663,24925,0,1143,0,0,0,2,2,976304.3478260868,0,228331.5,1,18321.48445336008,399.5301837270341,0.0
2020-07-31,Google,TienTran,PerMax,193723,7031,0,68,0,0,0,2,2,998000.0,0,96861.5,1,27552.69520694069,2848.8676470588234,0.0
2020-07-31,Google,TienTran,Guu-Search,50055,471,0,9,0,0,0,0,0,0.0,0,0.0,0,106273.88535031848,5561.666666666667,0.0
2020-07-31,Google,TienTran,Guu-Discovery,112707,6743,0,265,0,0,0,2,2,998000.0,0,56353.5,1,16714.667062138513,425.30943396226417,0.0
2020-07-31,Google,TienTran,Guu-PerMax,205569,6955,0,99,0,0,0,5,4,1996000.0,0,41113.8,1,29557.00934579439,2076.454545454545,0.0
2020-07-31,Google,DucVu,Brand,112073,4757,0,60,0,0,0,0,0,0.0,0,0.0,0,23559.596384275803,1867.8833333333328,0.0
2020-08-01,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-01,FB,DucVu,Mess,0,0,0,0,0,0,0,1,1,799000.0,799000,0.0,1,0.0,0.0,0.0
2020-08-01,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-01,FB,NgocNgo,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-01,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-01,FB,GiangPhan,CVS,5384130,20133,18799,53,0,7,0,14,11,5467304.347826087,4990000,384580.7142857143,1,267428.10311429,101587.35849056604,769161.4285714285
2020-08-01,FB,AnhNguyen08,CVS,2934055,38922,32063,92,5,13,0,9,4,1974304.347826087,1497000,326006.1111111111,0,75382.94537793536,31891.902173913044,225696.53846153847
2020-08-01,FB,TungTran,CVS,4942157,55077,49641,90,5,11,0,13,10,5402217.391304348,3493000,380165.9230769231,1,89731.77551428,54912.85555555556,449287.0
2020-08-01,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-01,FB,YenNguyen02,CVS,787194,12428,9916,20,0,2,0,8,7,3471304.347826087,2994000,98399.25,1,63340.36047634374,39359.7,393597.0
2020-08-01,FB,TuanTran,Brand,0,0,0,0,0,0,0,1,1,499000.0,499000,0.0,1,0.0,0.0,0.0
2020-08-01,Google,TienTran,Search,153835,2697,0,86,0,0,0,1,1,499000.0,499000,153835.0,1,57039.30292918057,1788.7790697674418,0.0
2020-08-01,Google,TienTran,Discovery,382910,18915,0,919,0,0,0,2,1,499000.0,499000,191455.0,0,20243.721913825008,416.6594124047878,0.0
2020-08-01,Google,TienTran,PerMax,206735,9241,0,79,0,0,0,2,2,998000.0,998000,103367.5,1,22371.496591278,2616.8987341772154,0.0
2020-08-01,Google,TienTran,Guu-Search,6678,220,0,4,0,0,0,0,0,0.0,0,0.0,0,30354.545454545456,1669.5,0.0
2020-08-01,Google,TienTran,Guu-Discovery,110530,6584,0,286,0,0,0,0,0,0.0,0,0.0,0,16787.667071688942,386.46853146853147,0.0
2020-08-01,Google,TienTran,Guu-PerMax,200354,9293,0,89,0,0,0,2,1,499000.0,499000,100177.0,0,21559.66856773916,2251.168539325842,0.0
2020-08-01,Google,DucVu,Brand,117736,4976,0,53,0,0,0,0,0,0.0,0,0.0,0,23660.771704180064,2221.433962264151,0.0
2020-08-02,FB,DucVu,CVS,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-02,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-02,FB,DucVu,Brand,490325,73292,70696,319,1,1,0,0,0,0.0,0,0.0,0,6690.020738961961,1537.0689655172414,490325.0
2020-08-02,FB,NgocNgo,CVS,0,0,0,0,0,0,0,1,1,499000.0,499000,0.0,1,0.0,0.0,0.0
2020-08-02,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-02,FB,GiangPhan,CVS,3356426,47134,42876,61,4,20,0,14,11,5445608.695652174,4491000,239744.7142857143,1,71210.29405524675,55023.37704918033,167821.3
2020-08-02,FB,AnhNguyen08,CVS,4221816,56607,45108,121,6,22,0,15,10,4946608.695652174,3992000,281454.4,1,74581.1648736022,34891.04132231405,191900.7272727273
2020-08-02,FB,TungTran,CVS,5036866,119077,102198,207,8,31,0,18,14,6942608.695652174,5988000,279825.8888888889,1,0.0,24332.685990338163,162479.5483870968
2020-08-02,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-02,FB,YenNguyen02,CVS,1160264,8710,8129,19,0,0,0,0,0,0.0,0,0.0,0,133210.5625717566,61066.52631578947,0.0
2020-08-02,FB,ThuHoang,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-02,Google,TienTran,Search,183290,2639,0,98,0,0,0,1,1,499000.0,499000,183290.0,1,69454.3387646836,1870.3061224489795,0.0
2020-08-02,Google,TienTran,Discovery,389065,21734,0,984,0,0,0,3,3,1497000.0,1497000,129688.33333333331,1,17901.21468666605,395.3912601626016,0.0
2020-08-02,Google,TienTran,PerMax,227453,13270,0,81,0,0,0,2,2,976304.3478260868,499000,113726.5,1,17140.39186134137,2808.061728395062,0.0
2020-08-02,Google,TienTran,Guu-Search,46972,487,0,19,0,0,0,0,0,0.0,0,0.0,0,96451.7453798768,2472.2105263157896,0.0
2020-08-02,Google,TienTran,Guu-Discovery,99966,5976,0,289,0,0,0,0,0,0.0,0,0.0,0,16727.911646586344,345.9031141868512,0.0
2020-08-02,Google,TienTran,Guu-PerMax,196725,6434,0,58,0,0,0,1,1,499000.0,499000,196725.0,1,30575.84706248057,3391.810344827586,0.0
2020-08-02,Google,DucVu,Brand,123950,5320,0,68,0,0,0,0,0,0.0,0,0.0,0,23298.87218045113,1822.7941176470588,0.0
2020-08-03,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-03,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-03,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-03,FB,NgocNgo,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-03,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-03,FB,GiangPhan,CVS,4032597,41057,36155,82,4,16,0,17,12,5879521.739130436,3493000,237211.58823529413,1,98219.475363519,49178.01219512195,252037.3125
2020-08-03,FB,AnhNguyen08,CVS,3811436,57100,50679,161,10,15,0,16,13,6443608.695652174,5489000,238214.75,1,66750.19264448337,23673.51552795031,254095.7333333333
2020-08-03,FB,TungTran,CVS,5429854,89029,77232,191,11,25,0,30,14,6920913.043478261,5489000,180995.13333333333,0,45599.5196385532,28428.55497382199,217194.16
2020-08-03,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-03,FB,YenNguyen02,CVS,1789082,30244,27012,46,1,16,0,7,6,2928913.0434782607,1497000,255583.14285714287,1,59154.939822774766,38893.086956521736,111817.625
2020-08-03,FB,ThuHoang,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-03,Google,TienTran,Search,263504,2991,0,111,0,0,0,1,1,499000.0,499000,263504.0,1,88098.96355733868,2373.90990990991,0.0
2020-08-03,Google,TienTran,Discovery,310365,18268,0,801,0,0,0,0,0,0.0,0,0.0,0,16989.54455879133,387.4719101123595,0.0
2020-08-03,Google,TienTran,PerMax,263287,6529,0,52,0,0,0,0,0,0.0,0,0.0,0,40325.77730127125,5063.211538461538,0.0
2020-08-03,Google,TienTran,Guu-Search,50301,498,0,19,0,0,0,0,0,0.0,0,0.0,0,101006.02409638556,2647.4210526315787,0.0
2020-08-03,Google,TienTran,Guu-Discovery,68024,4673,0,207,0,0,0,1,1,499000.0,499000,68024.0,1,14556.815750053498,328.6183574879227,0.0
2020-08-03,Google,TienTran,Guu-PerMax,195913,7507,0,125,0,0,0,2,2,998000.0,998000,97956.5,1,26097.375782602903,1567.304,0.0
2020-08-03,Google,DucVu,Brand,119838,5109,0,58,0,0,0,1,1,477304.347826087,0,119838.0,1,23456.25366999413,2066.172413793104,0.0
2020-08-04,FB,DucVu,CVS,0,0,0,0,0,0,0,2,1,499000.0,499000,0.0,0,0.0,0.0,0.0
2020-08-04,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-04,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-04,FB,NgocNgo,CVS,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-04,FB,NhiLanh,Brand,0,0,0,0,0,0,0,1,1,477304.347826087,0,0.0,1,0.0,0.0,0.0
2020-08-04,FB,GiangPhan,CVS,3951417,40612,35832,81,5,16,0,26,14,6964304.347826087,6487000,151977.57692307694,1,97296.78420171376,48782.92592592593,246963.5625
2020-08-04,FB,AnhNguyen08,CVS,6125673,92912,79216,226,15,41,0,24,14,6846956.521739131,5988000,255236.375,1,65929.83683485449,27104.74778761062,149406.65853658537
2020-08-04,FB,TungTran,CVS,5890231,76191,67860,154,12,20,0,30,15,7376521.7391304355,4990000,196341.03333333333,0,77308.75037734116,38248.25324675325,294511.55
2020-08-04,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-04,FB,YenNguyen02,CVS,1683483,24388,22200,52,3,12,0,22,14,7398217.391304348,5489000,76521.95454545454,1,69029.15368213876,32374.67307692308,140290.25
2020-08-04,Google,TienTran,Search,212182,3070,0,102,0,0,0,6,6,2928913.0434782607,1497000,35363.666666666664,1,69114.65798045603,2080.2156862745096,0.0
2020-08-04,Google,TienTran,Discovery,299580,18304,0,796,0,0,0,1,1,499000.0,499000,299580.0,1,16366.914335664336,376.356783919598,0.0
2020-08-04,Google,TienTran,PerMax,200643,11689,0,61,0,0,0,0,0,0.0,0,0.0,0,17165.11249893062,3289.2295081967213,0.0
2020-08-04,Google,TienTran,Guu-Search,28019,447,0,13,0,0,0,0,0,0.0,0,0.0,0,62682.32662192394,2155.3076923076924,0.0
2020-08-04,Google,TienTran,Guu-Discovery,103894,5580,0,232,0,0,0,2,1,499000.0,499000,51947.0,0,18618.99641577061,447.8189655172414,0.0
2020-08-04,Google,TienTran,Guu-PerMax,264959,9366,0,86,0,0,0,3,3,1475304.347826087,998000,88319.66666666667,1,28289.451206491565,3080.9186046511627,0.0
2020-08-04,Google,DucVu,Brand,124304,5385,0,62,0,0,0,0,0,0.0,0,0.0,0,23083.379758588675,2004.903225806452,0.0
2020-08-05,FB,DucVu,CVS,0,0,0,0,0,0,0,3,1,499000.0,499000,0.0,0,0.0,0.0,0.0
2020-08-05,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-05,FB,DucVu,Brand,849487,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-05,FB,NgocNgo,CVS,1564318,0,0,0,0,0,0,11,8,3905217.391304348,1996000,142210.72727272726,1,0.0,0.0,0.0
2020-08-05,FB,NhiLanh,Brand,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
2020-08-05,FB,GiangPhan,CVS,4874960,49766,44304,156,4,27,0,21,13,6443608.695652174,5489000,232140.9523809524,1,97957.64176345296,31249.74358974359,180554.07407407407
2020-08-05,FB,AnhNguyen08,CVS,5835901,100448,88164,263,17,31,0,23,16,8177217.391304348,6268000,253734.8260869565,1,58098.727699904426,22189.73764258555,188254.870967742
2020-08-05,FB,TungTran,CVS,5052094,73136,65231,190,10,27,0,27,22,10870521.739130436,8484000,187114.59259259253,1,69078.07372566179,26589.968421052632,187114.59259259253
2020-08-05,FB,AnhTrinh,CVS,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
